"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty [nm]"
41.0,1.0,13666.321868897068,24380.922714767272,90.48249651548808,346.49111369112757,75.39381348572938,7.661913265522853,11.126895016338748
42.0,1.0,13940.067815805629,23032.127627025962,159.63186978870377,1194.3610944993682,66.62630597671348,7.640528811663904,10.165664490923584
43.0,1.0,14054.94320311575,21614.336737297275,115.38469369732476,2580.997338318468,24.596605997183165,12.162864113818209,4.421344766896008
44.0,1.0,14005.085959973774,21905.869554093893,114.95656191790171,3361.1628982383736,24.596605997183165,12.162864113818209,3.646063090833831
45.0,1.0,14449.558336458513,22412.489955660963,97.75513803451311,3059.8521895431927,22.433781477331003,18.731256564181376,3.7765649475470195
46.0,1.0,14585.520101940223,22314.09183886524,212.8214566913314,5723.51512415207,22.433781477331003,18.731256564181376,8.09379235885808
47.0,1.0,14601.30739782558,18282.806656579913,106.18053246139036,847.4197371164623,68.39274286720612,6.691786639965655,6.750492362837297
48.0,1.0,14964.084844647889,23165.93253640119,152.3068403889461,3330.036531394449,17.87846474077541,11.505867124712257,5.356303801867817
49.0,1.0,14760.940170355147,23024.06051337795,92.17061825455232,1149.9071825757076,17.87846474077541,11.505867124712257,5.645285930890615
50.0,1.0,15596.01057734547,20718.2281197162,267.7456847813772,4061.344869682361,30.875682322930405,8.439626816750426,9.249175638009818
51.0,1.0,15477.45636003648,20554.343605500206,96.12436646083887,541.155915181511,30.875682322930405,8.439626816750426,9.092092041644857
52.0,1.0,16002.781337667378,25744.35395303809,181.84444490968076,1017.2433484828454,23.62147518253408,6.651774262211773,13.088248446593186
53.0,1.0,15814.943621725119,25983.89272651319,120.04597922971243,1123.5422567099733,23.62147518253408,6.651774262211773,6.548725684777105
54.0,1.0,15964.596784211231,20128.088135588223,90.57269286129211,722.2654526060498,22.671671547021564,5.233569876190687,5.653838772852013
55.0,1.0,16180.258054970405,20209.708303841882,218.0098847331581,1047.7854411406254,22.671671547021564,5.233569876190687,14.786046851004064
56.0,1.0,16133.854759016775,20911.683424350904,99.48212258785243,1319.7219022075387,48.82011000643888,7.864643397041193,4.85198350406196
57.0,1.0,15906.13902120682,20755.51898007564,142.30096974273448,679.2652860917892,48.82011000643888,7.864643397041193,13.596917451183677
58.0,1.0,16157.526687138941,29985.625794045794,92.07659389022369,2183.5459368489614,28.18326375958853,12.926669047972714,3.724047592983044
59.0,1.0,16341.888402410952,29918.62138423897,144.67496746898283,3367.3385838457234,28.18326375958853,12.926669047972714,5.220957809233999
60.0,1.0,16309.46871801917,26450.410061137252,89.78887715513532,1838.2776232028257,1.9919560936852994E-5,13.940435415284444,4.207266850118256
61.0,1.0,16559.062687582402,26211.87868131523,584.6912441865002,29979.24470596464,1.9919560936852994E-5,13.940435415284444,8.932660025005898
62.0,1.0,16376.511905628151,30816.145737449457,97.00512953867495,753.2223027009126,10.33919565322665,7.513293244973219,6.787954218316157
63.0,1.0,16496.266229504647,22956.26443640905,108.51589324442327,1053.285103085847,26.307595481576577,11.281339542870011,7.687284145386206
64.0,1.0,16570.457165877502,23342.71909311941,102.3908150083478,1298.6521307027913,23.100060939870858,7.596532546663502,5.0336425179236235
65.0,1.0,16522.40538837666,28160.728436366797,92.07866474624244,319.10702168634737,71.61824047489509,5.669212287629978,10.353077544535822
66.0,1.0,16615.51208873763,32951.352834143974,162.09228662303252,3366.1853274513005,35.117069954777676,11.278787639760914,5.775225712053172
67.0,1.0,16300.072975501496,32904.16096129705,131.2556096069647,1139.4129055204896,35.117069954777676,11.278787639760914,9.828619353750764
68.0,1.0,16604.216187543414,29691.80888083465,95.51822317362921,2256.294743510285,1.6556339996219586E-5,16.702539298643444,4.333601136255224
69.0,1.0,16705.853538315165,29594.46911480407,331.30446355524543,16472.486909536594,1.6556339996219586E-5,16.702539298643444,6.426518545368473
70.0,1.0,16758.29305229378,31325.980308793834,220.64151802498455,3554.3694367487465,23.125417312752912,7.548621189005001,7.193503699289937
71.0,1.0,16544.292497866063,31468.875415686776,102.43235130591465,684.5206224964218,23.125417312752912,7.548621189005001,7.885874736689356
72.0,1.0,16615.181477108734,52213.40414552337,107.63495563880635,543.554652537346,51.28920037716478,5.8115069968480535,8.883513278550788
73.0,1.0,16903.192790593213,32401.084441437997,124.62040719444893,1102.345584554958,34.69860691536112,10.770718054165435,8.99524131397605
74.0,1.0,16670.333378727304,32273.932882577406,130.19785620961576,1920.5132843224428,34.69860691536112,10.770718054165435,6.205362460400664
75.0,1.0,16850.425196450404,21642.778410335235,87.61817486505623,1441.6945656893054,26.873137818881208,14.49738740681237,4.972512561541658
76.0,1.0,17108.2404210491,21706.504591573666,227.5301662828615,3768.724906877166,26.873137818881208,14.49738740681237,10.821450822780468
77.0,1.0,16544.758904221664,21576.147043451492,108.08884148074637,620.9760636435576,26.873137818881208,14.49738740681237,14.380500396507369
78.0,1.0,16811.72417793123,22633.782976142327,118.69524308884634,1613.2760076527184,45.47069667042772,11.987775215281706,6.537756725595343
79.0,1.0,16869.463779996895,30375.464243328475,86.6709773191325,450.1223911964478,48.93432893404283,10.77624058122235,10.408338335020826
80.0,1.0,16923.763363322953,27230.307511231076,105.37351178993794,2015.4708028278944,25.310586906991688,7.52329965865122,3.9180502348772377
81.0,1.0,17117.296930199995,17454.146144628598,177.82312429751215,1425.628980684417,31.823071799890467,9.403806190462399,11.960992234709318
82.0,1.0,17182.96816364584,31965.060959446062,185.8752609775608,3418.250904730694,40.395996885123196,15.142088881517761,8.560252153714504
83.0,1.0,17080.755382315634,31706.411950736863,90.29866481823004,1199.0604837519998,40.395996885123196,15.142088881517761,6.186395333241983
84.0,1.0,17204.225679992334,14427.455635463692,98.75135577304019,508.188417163761,68.0501996683272,6.195164112827773,8.48879741832563
85.0,1.0,17101.690447650893,25128.273800938317,111.97884172074791,1248.3646188974583,2.4812203949950538E-5,10.82432153395606,6.890280202211716
86.0,1.0,17308.97361353455,25143.289702190687,492.33418119562424,21473.223083280216,2.4812203949950538E-5,10.82432153395606,7.5011695815314265
87.0,1.0,17428.120988937608,25344.892387617976,224.36301894539488,1962.2385175765342,27.03737833418882,7.6435209487702505,11.765943692110227
88.0,1.0,17142.430072687323,25482.18579252584,95.60634610611002,1371.967169185809,27.03737833418882,7.6435209487702505,4.4549693892902935
89.0,1.0,17379.06002801804,18770.486793890264,92.13582314905182,800.8119078526635,37.762727492657376,9.985272493473985,6.900202746112104
90.0,1.0,17381.331289639013,27729.11988693136,90.47387684841475,1890.2929786072868,9.616305635190745,11.61019033686219,3.85342929835951
91.0,1.0,17568.03943573323,27851.034936537642,316.08802725483196,8916.81492132787,9.616305635190745,11.61019033686219,7.788191358193652
92.0,1.0,17457.763963651843,15883.25721023598,109.42282208570607,2115.2222167324044,31.176846873459926,12.072869506867137,4.720826399438662
93.0,1.0,17657.681128282566,18199.009065323444,168.75022335320642,2361.836782848138,31.84624234908848,14.760170942404365,9.792178576875854
94.0,1.0,17374.099626807754,18173.016058038942,134.67516661985948,1901.4943863867554,31.84624234908848,14.760170942404365,8.01496732313276
95.0,1.0,17458.05738172125,21225.17151938013,82.94001615689957,1133.6774950301906,12.405832222420006,12.001170683355104,4.990731824263619
96.0,1.0,17669.578913430636,21258.64018553793,351.9846140011682,10410.964395323823,12.405832222420006,12.001170683355104,8.35820056719263
97.0,1.0,17507.88941470427,31216.84134191183,96.77754160051695,1469.992112435301,30.05020723949011,7.8260673445486395,4.356437885956035
98.0,1.0,17613.444162722393,29536.95720441428,89.73142292636139,323.70137517503696,87.06146391502963,7.353682505864373,11.314837174138537
99.0,1.0,17595.39994630228,32709.935591764002,95.63548399829655,563.2194459921851,48.10304951323987,10.980789273175601,10.285517779787284
100.0,1.0,17526.02235965138,35648.118462898245,90.62515167775695,952.7226448923454,16.06786570439344,7.200678978949015,5.186555580453029
101.0,1.0,17688.182083335792,35695.41316057142,429.0331391580458,8227.603485114507,16.06786570439344,7.200678978949015,10.16594776203501
102.0,1.0,17779.02635956237,36091.842389779566,181.20586324183367,970.7906511466804,34.08777156638363,8.41775264476777,15.852628006943707
103.0,1.0,17667.810217024617,36280.5695990173,110.78909405134705,1060.259038749657,34.08777156638363,8.41775264476777,6.740356954004014
104.0,1.0,18095.100938180938,15528.11323536373,133.1108366516295,811.4824063412178,25.187680546306947,10.972422219044471,13.197663740408757
105.0,1.0,17733.159883835717,15501.917240498811,102.8367350954003,1008.6753373941569,25.187680546306947,10.972422219044471,7.191454066782192
106.0,1.0,17921.1868394679,19941.92736623184,139.8129563896625,2485.401888636638,79.97281759145713,15.774400736439329,7.127037726634822
107.0,1.0,17885.172124512075,21618.40517201437,93.08300740083281,1117.4548856721392,26.106479943225498,10.298992357256987,5.541774515569435
108.0,1.0,17814.063656735372,25224.97404646063,161.84184130353194,2362.9282683231786,51.672931644493616,14.914264362299992,9.174019583990422
109.0,1.0,17897.77822504718,25563.55103669621,121.96996506911623,1042.9073582199965,51.672931644493616,14.914264362299992,11.46423368034039
110.0,1.0,17952.259094608675,32245.66263853959,109.68107711105723,1358.91352436947,30.322253946506418,10.085667827660771,6.0295617085489255
111.0,1.0,18028.334466111286,18370.245820802633,155.7145845991971,2653.7042062437827,36.98943990545415,15.597195451542403,8.024843226218977
112.0,1.0,18011.421487595675,18545.693795074436,77.8734856073681,789.2566996135068,36.98943990545415,15.597195451542403,6.9938046677069705
113.0,1.0,18029.069090159886,34714.355682541835,103.93287375794412,674.5469307369366,24.623259691645288,5.173239720560698,6.990911583485314
114.0,1.0,18029.219931109266,34462.96498471311,153.56362989440194,684.6155481789526,24.623259691645288,5.173239720560698,11.908501257521348
115.0,1.0,18149.500903590346,11630.64001233155,176.5170300706435,1239.322561289334,57.14731442196826,9.04492683258222,12.945239747560795
116.0,1.0,18189.299802252168,13672.462732175421,169.62308453844355,2762.5109069112355,35.29889545752252,10.04024414091045,6.768449643936214
117.0,1.0,18146.545245705085,28273.726084241032,99.56277310966277,1155.886100231018,92.63323047848135,12.0547567733987,6.484053482014923
118.0,1.0,18228.940919314282,30834.031308193684,175.4720726552425,1832.4440843479106,43.01576527949417,12.437602821491216,11.513012570688376
119.0,1.0,18057.377536821747,32938.71468381207,122.4788448578505,612.3431191975977,42.579568075312935,7.957100501258045,11.668468062116965
120.0,1.0,18088.0223475687,33258.57717288157,82.8168849526301,539.7062618893681,42.579568075312935,7.957100501258045,7.0840177672261895
121.0,1.0,18181.653772302936,7874.158518613302,88.02539454944862,317.12983418799143,61.21271411070631,5.859877085762653,9.899344599441088
122.0,1.0,18234.94529467623,22584.565194436036,94.02029176650859,720.8561011281097,87.97309471280633,9.949357150807769,7.704863308920062
123.0,1.0,18259.46358498975,21808.895577115472,109.50328728617833,726.5118061189248,40.80137801946439,8.105885961726436,8.638798421546433
124.0,1.0,18275.24210817086,33941.30268296635,94.57451591728882,1490.8012821430823,45.45428699528502,11.230190177762376,4.780617795810796
125.0,1.0,18401.651818497656,32040.817018123176,105.05623165596981,1586.4183946904343,55.47859703375022,12.17465411894401,5.537930216278857
126.0,1.0,18507.589818371507,13437.3810233077,97.70033868242507,1985.5932352220366,19.9040129725264,8.842196825896679,3.762298593006423
127.0,1.0,18700.56481817731,13436.682418340088,255.61993178317664,2756.6836013086113,19.9040129725264,8.842196825896679,12.113773699729668
128.0,1.0,18431.635367886236,18929.43660387999,88.08563622759308,770.1072741896165,26.43576249364601,12.330452609362386,7.492797389918181
129.0,1.0,18724.72512899551,18969.014934917104,236.65018276592576,2694.18862967241,26.43576249364601,12.330452609362386,13.783308494051871
130.0,1.0,18516.205946017162,30079.818158064783,90.32489335760924,979.720088384503,32.00166291904198,8.190409403123912,5.29980953386768
131.0,1.0,18807.8030198098,29915.65017976468,218.5835584876875,1028.5189959866123,32.00166291904198,8.190409403123912,20.495730829580275
132.0,1.0,18675.41155963511,17525.206474706567,92.53456881910611,2040.9140201772552,42.076350404897966,9.327214403247963,3.506795677386819
133.0,1.0,18617.107202691783,25135.459815881823,135.33596270111212,954.6696575332625,87.21228760260954,8.42737561753647,9.912708604007404
134.0,1.0,18671.12163961819,30721.44114240687,115.26375930573883,1425.915693438237,62.448425061517135,13.667430317482056,7.472271805556409
135.0,1.0,18657.17246954692,33968.35664342992,134.22341914859155,1866.4898308195413,49.185672087562125,11.48706263693145,6.892723537847109
136.0,1.0,18578.016603178483,36241.824586036586,88.10930881676882,1406.3354178825703,26.910064980819605,10.041397498703034,4.315786931790169
137.0,1.0,18744.25902140764,36170.776083903416,271.159152776267,3097.8649440407135,26.910064980819605,10.041397498703034,13.258508381706935
138.0,1.0,18827.39524737704,34969.07937424939,127.89516325397915,2860.8795615795434,49.806565853079476,12.393808831436719,4.8038617317181895
139.0,1.0,18551.467592837267,35123.68995858126,127.34975890911485,1633.721902351392,49.806565853079476,12.393808831436719,7.38503869621536
140.0,1.0,18809.699121909878,14826.45403762921,101.63808949824458,1081.4579410863798,38.44536635801525,6.444726828408213,5.339012675809921
141.0,1.0,19098.404335259056,14812.485761422873,175.2851220689702,764.3305257347085,38.44536635801525,6.444726828408213,15.260333481995362
142.0,1.0,19121.408002678025,31090.675991286276,202.3954596693977,3272.605919297625,32.609736797464706,7.63498110222774,6.775178860390254
143.0,1.0,18840.761264431174,31217.313949153297,89.45992424094007,725.1964433389202,32.609736797464706,7.63498110222774,6.273220107007546
144.0,1.0,19130.15395387314,12716.378961988572,190.14424834344376,1056.0089010316005,35.8485177912797,6.817604062493968,13.861722945098668
145.0,1.0,18903.741597880275,12569.598912589392,73.50021610131581,338.19933284503526,35.8485177912797,6.817604062493968,7.8373570276515565
146.0,1.0,19040.26540367692,23722.726820174226,96.48955097034349,504.29825068977544,36.00862909430537,5.281190421338483,7.7583047291408
147.0,1.0,19197.440419658677,11403.491760798963,159.56974180158863,43.46403196113669,21.030093021690988,4.421167022581067,127.71926715718264
148.0,1.0,19364.23565371997,11170.09853376772,158.31821455586729,781.2712794154406,21.030093021690988,4.421167022581067,10.52120446710279
149.0,1.0,19128.793157307322,11247.259801717015,99.26041803549008,760.0943676326548,21.030093021690988,4.421167022581067,5.8778776943513344
150.0,1.0,19282.094177006697,20078.332175271615,186.1286748662835,3188.732560214108,29.53664078611623,11.813211094764792,7.690593551162324
151.0,1.0,19023.2957036033,20187.24444317271,98.86754793082895,910.5029641559648,29.53664078611623,11.813211094764792,7.66427878469752
152.0,1.0,18918.283582472053,19810.94677402339,138.05599223067856,615.6206966302086,29.53664078611623,11.813211094764792,19.102301501594887
153.0,1.0,19208.81725081192,20864.626380151178,128.3962862694289,1278.8997093436951,82.11668696004311,9.481200944382746,7.7570813871513
154.0,1.0,19103.641760220988,26572.747670584562,106.64841642503764,495.7063580860473,41.225922684489454,8.79680446933057,11.8145183202015
155.0,1.0,19166.724241556938,26338.78487351256,114.08684563433924,1144.69800717501,41.225922684489454,8.79680446933057,6.789815149215473
156.0,1.0,19229.352491576283,29639.546281992887,127.10245401407205,1036.4776101044372,103.77824467479539,9.051495416597877,8.770885052205035
157.0,1.0,19277.70420099502,32412.82121332812,129.51529699387854,1645.0236037537443,28.14402648385655,10.938205105404691,6.999757397891332
158.0,1.0,19252.644275754516,45666.317410780146,102.77959233753695,582.9359946238591,59.928928603062566,6.168977997111028,8.124221591270931
159.0,1.0,19607.26716127124,31077.051257724335,124.64721594004556,3849.2458226615204,80.14141109978524,25.33185788327056,5.6459575567928155
160.0,1.0,19635.68010945322,34417.97092626578,110.78846998815933,1470.2852557218966,44.856335941154924,8.609242008524268,5.382373989631662
161.0,1.0,19729.791688747428,31457.674294257224,112.04651375128434,2845.0939926908413,44.963686336785585,19.14970454114654,5.0244315553431615
162.0,1.0,19626.990774584203,31103.05741774366,141.70855905807963,4951.733205392191,44.963686336785585,19.14970454114654,4.6788032646913935
163.0,1.0,19526.29299386566,31517.927556698934,88.0274159102045,1320.2838911065687,44.963686336785585,19.14970454114654,6.39617413430122
164.0,1.0,19895.027729845217,33965.62692571584,182.9337607023036,2958.029782219413,46.42636759071125,16.19529353163009,9.929725211031668
165.0,1.0,19662.210426472742,33744.21384868644,91.7307159453554,1155.856399142509,46.42636759071125,16.19529353163009,6.8331828711281695
166.0,1.0,19748.062782967972,49555.681904010286,105.75349447263449,410.2250097504416,53.321399786821715,5.505742267516642,10.371539420289869
167.0,1.0,19842.09812726043,20801.72500180009,122.92534837997681,1692.2503044915713,90.61459643150005,11.761757329160416,6.577789307946932
168.0,1.0,19942.61477369994,22219.950541125916,152.4767795065047,468.9695273687038,35.51654203871675,5.570679439438847,16.523403874245545
169.0,1.0,19765.396452487446,22482.820279912015,99.46713384454257,448.51698576972245,35.51654203871675,5.570679439438847,8.956642998581165
170.0,1.0,19825.265165527366,25855.68513139301,116.35137850271062,837.6038674507188,81.2305424829974,8.636041741122042,8.79447616209169
171.0,1.0,19878.899885165974,14353.97964105071,85.40092176588107,550.6661601909889,20.511500612498736,6.410910374407973,6.665250282801719
172.0,1.0,20000.258522919146,14972.335799931065,98.78744061036227,2163.8602301666238,21.08490949823467,7.42994799991053,3.461221960754029
173.0,1.0,20139.075677490582,14914.955784133148,213.31438860648026,3143.5352286295215,21.08490949823467,7.42994799991053,7.437407553776376
174.0,1.0,19857.454721263177,14999.772318901392,158.64038570489404,59.873788492037555,21.08490949823467,7.42994799991053,151.12271857609093
175.0,1.0,20081.782353028288,19235.35363262054,117.38853052662051,1053.2780644627887,84.80911656476137,8.103984763261382,7.237652874908861
176.0,1.0,20018.045175680447,20156.18410934295,95.31872550577476,1754.6589698645744,112.73318948582853,9.550880440947155,4.049427663704167
177.0,1.0,20024.760010076097,30403.716064284985,85.60030297064894,1400.4598535229716,5.030813566106373E-7,11.804222687724932,4.441265909420106
178.0,1.0,20088.036524421543,14014.540704677114,116.4550511801223,885.0074112684671,39.14313049874875,7.838113662437579,8.013249910287154
179.0,1.0,20225.573668604855,10749.682988588405,96.9477762139111,468.46147884611923,34.62864604532377,5.251021891219991,8.193008980696657
180.0,1.0,20129.02888476178,10459.586754565302,105.62689471574501,336.94866947079515,34.62864604532377,5.251021891219991,11.709692719981769
181.0,1.0,20353.032051168106,12936.524654978788,119.2479923071369,951.8674147083017,34.07185424426057,9.679065320963453,8.830473705060665
182.0,1.0,20352.871091391797,25056.516676812964,133.25106255049553,2161.870658946537,86.76578138152807,14.356597154961099,6.942034769904165
183.0,1.0,20451.1735169894,27101.27075342534,114.44780067955556,1692.9303579371972,80.99819028527347,10.67044535692029,5.602174536914854
184.0,1.0,20475.011177439235,28960.95567793743,100.59561218418511,1215.0867941975325,84.26525448138209,10.804068746495226,5.972272206475528
185.0,1.0,20400.886390521664,31464.880021164212,86.35709313382752,753.1869175784407,48.935303073868994,9.046488845999749,6.254514552704281
186.0,1.0,20532.237419600144,21465.814634870163,112.94554590557242,1210.6691908728171,79.24820153922393,9.24503877709611,6.574847480928294
187.0,1.0,20839.335171601364,23582.725463575887,182.2365220087533,1841.0262811456714,23.6620005306353,7.052092306293315,8.547249723433037
188.0,1.0,20558.570451719097,23388.53893375087,97.54927929793057,1239.766113937335,23.6620005306353,7.052092306293315,4.7648690373059805
189.0,1.0,20650.08263962988,23086.484616852445,203.24576250949605,1182.6260905599995,23.6620005306353,7.052092306293315,14.40135367630744
190.0,1.0,20539.403875711345,33024.2734670323,99.67180559449551,585.749969424449,40.79540613679372,6.181514954549405,7.763974865435597
191.0,1.0,20608.955805293463,36652.30776012492,179.00300580742973,1095.5809834114461,30.124722567186478,7.86431825863231,13.363075126970966
192.0,1.0,20675.461648648885,19385.932513405707,127.55000826991922,2648.2670962417196,32.184893561542914,13.972038370714667,5.407595450523213
193.0,1.0,20700.847863142422,12934.22830359236,106.37811575411418,934.5165830824865,38.058507768286205,7.0034035736733,6.436012767570529
194.0,1.0,20747.390347896246,14528.50346735468,196.8889506007111,1180.4695964766352,79.0420711250058,11.374403549002707,19.516919932601883
195.0,1.0,20764.24429513524,26046.452581577305,105.17204959127697,1695.2054323058328,38.38532942012776,15.603749255721505,6.079556677491827
196.0,1.0,21008.753944041597,26120.28059582596,283.9311516796951,3736.0955093926104,38.38532942012776,15.603749255721505,17.288772328844786
197.0,1.0,20828.228657444295,9873.22674518997,98.76347271548534,872.6158892140381,21.492795103340157,5.567862350055066,5.670229117877867
198.0,1.0,20736.524286496835,9986.131735493012,154.41128164778908,717.0891251676601,21.492795103340157,5.567862350055066,12.043165010204206
199.0,1.0,20813.131608195672,22473.016751950105,118.76805145442974,475.1275459842393,80.32191341943998,6.682913584180849,12.24961311019143
200.0,1.0,20911.89803539611,32499.295173368762,113.0192895468569,1050.5421396584075,93.70113536260897,8.781016103676901,7.133964943463009
201.0,1.0,21027.43284275662,13843.406843514249,198.23462056959212,1459.0821775362397,75.46405151263431,11.609261984889974,16.578157941862145
202.0,1.0,20984.007178901327,23670.142708623083,136.41539788902196,1390.5660758677827,26.203851609264333,10.53022554997825,8.4964585149401
203.0,1.0,20942.35815574254,26645.15040146287,101.14157163729206,1011.0999740827929,29.552207900955366,6.881881404131403,5.663885895832851
204.0,1.0,20930.317962333535,36197.68457275693,99.032277161851,1460.2440557371708,41.28020595897715,8.178390497851597,4.568243204706929
205.0,1.0,21267.483231491766,36278.21937043539,170.19142638938243,925.4302712173629,41.28020595897715,8.178390497851597,14.535429324425861
206.0,1.0,21206.200501860458,30266.93460684029,110.60939923143204,3057.1870692673324,46.9067975993952,11.326099766674997,3.596923439489651
207.0,1.0,21163.0030016544,31341.805788184683,91.17465926025076,1723.7437620099583,45.01575551231535,10.492415802169862,3.9943322378566606
208.0,1.0,21381.914975743246,31278.98463651735,220.85480214800054,1644.850360532661,45.01575551231535,10.492415802169862,16.67527813357641
209.0,1.0,21205.993343568192,19888.226804737587,71.29249178971214,228.6860114695137,24.127390525831732,6.108637485645698,9.48984138430965
210.0,1.0,21281.869033843785,19798.842746161055,169.89348157254412,611.1178076995498,24.127390525831732,6.108637485645698,16.840239489700433
211.0,1.0,21311.944429296407,21080.508992288273,111.00128865290607,1118.92682789747,84.71279311886357,9.2718644294026,6.807921590010379
212.0,1.0,21311.85118990608,28026.979798312117,125.56747478028858,1332.1804254527265,76.10972611153859,9.757399653375174,7.37746586345167
213.0,1.0,21303.453849622456,33024.88735878355,115.12343685422147,951.4268190478438,98.82245680738352,11.215210784679973,9.156716200953277
214.0,1.0,21363.687493099198,23867.272240198577,122.680864730797,966.575849089668,52.24034118090967,12.474657656035388,10.82311760930202
